q_id,q_status,q_date,q_year,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,prop_year,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
X3-035,withdrawn,8/31/2011,2011,,3/23/2012,,PJM,,,JCPL,warren,,,NJ,PJM,Energy,Mansfield,7/4/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
W2-088,withdrawn,7/30/2010,2010,,12/7/2015,,PJM,Freehold Solar Farm,,JCPL,monmouth,,,NJ,PJM,Capacity,Gravel Hill-Smithburg 34.5kV,6/30/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,17,,
AB1-154,withdrawn,10/30/2015,2015,,8/16/2018,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Gilbert 230kV,6/1/2020,2020,Facility Study,Facility Study,Gas,Gas,,,1092,,
X3-082,withdrawn,10/31/2011,2011,,4/29/2016,,PJM,Lopatcong Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Marble Hill-Morris Park 34kV,6/30/2015,2015,System Impact Study,System Impact Study,Solar,Solar,,,10,,
V2-003,withdrawn,5/7/2009,2009,,1/6/2014,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Beasley 23kV,12/31/2009,2009,Facility Study,Facility Study,Solar,Solar,,,4,,
AD1-008,withdrawn,4/3/2017,2017,,6/6/2018,,PJM,Sand Hills 480V,,PSEG,middlesex,,,NJ,PJM,Energy,Sand Hills 480 v,1/21/2020,2020,System Impact Study,System Impact Study,Gas,Gas,,,0,,
AD1-001,withdrawn,4/3/2017,2017,,6/6/2018,,PJM,Kilmer 480V,,PSEG,union,,,NJ,PJM,Energy,Kilmer 480 v,1/31/2020,2020,System Impact Study,System Impact Study,Gas,Gas,,,0,,
AG1-495,active,9/30/2020,2020,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Gilbert-Rocktown 34.5 kV,12/17/2021,2021,System Impact Study,System Impact Study,Solar,Solar,,,20,,
X3-038,withdrawn,8/31/2011,2011,,2/10/2012,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Manchester,9/30/2013,2013,Feasibility Study,Feasibility Study,Solar,Solar,,,20,,
W3-082,withdrawn,9/30/2010,2010,,2/18/2011,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Woodbine Township,12/31/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,20,,
AH1-054,active,7/9/2021,2021,,,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Upton-Whitings 34.5 kV,7/8/2022,2022,In Progress,Feasibility Study,Solar,Solar,,,8,,
AG2-255,active,3/18/2021,2021,,,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,South Hampton 13 kV,3/30/2022,2022,In Progress,Feasibility Study,Solar,Solar,,,4,,
Z2-092,withdrawn,4/30/2014,2014,,10/1/2014,,PJM,,,JCPL,monmouth,,,NJ,PJM,Energy,Bennett-Farmingdale 34.5kV,12/31/2015,2015,Feasibility Study,Feasibility Study,Battery,Battery,,,2,,
W4-091,withdrawn,1/31/2011,2011,,6/1/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Andover-Kittatinny 34.5kV,8/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
V2-044,withdrawn,7/31/2009,2009,,3/30/2010,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Upper Deerfield Township II,6/30/2010,2010,Feasibility Study,Feasibility Study,Solar,Solar,,,12,,
AB1-177,withdrawn,10/30/2015,2015,,4/4/2016,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,Ontario 23kV,4/30/2016,2016,Feasibility Study,Feasibility Study,Battery,Battery,,,1,,
AA1-147,withdrawn,10/31/2014,2014,,12/1/2014,,PJM,,,PSEG,camden,,,NJ,PJM,Energy,Marion 345kV,6/1/2018,2018,Withdrawn,Withdrawn,Unknown,Unknown,,,0,,
W1-082,withdrawn,4/29/2010,2010,,3/7/2018,,PJM,Milford Solar,,JCPL,hunterdon,,,NJ,PJM,Capacity,Milford,2/17/2018,2018,System Impact Study,System Impact Study,Solar,Solar,,,20,,
AE2-088,withdrawn,2/22/2019,2019,,8/22/2019,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Clayton 12 kV,3/2/2020,2020,Feasibility Study,Feasibility Study,Solar+Battery,Solar,Battery,,3,,
X1-001,withdrawn,2/1/2011,2011,,10/4/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,South Millville 69kV,12/31/2011,2011,Feasibility Study,Feasibility Study,Gas,Gas,,,9,,
AG2-036,active,11/13/2020,2020,,,,PJM,,,AEC,gloucester,,,NJ,PJM,Capacity,Mantua 12 kV,12/31/2021,2021,In Progress,Feasibility Study,Solar,Solar,,,10,,
AH1-121,withdrawn,8/18/2021,2021,,9/9/2021,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,,8/12/2022,2022,Withdrawn,Withdrawn,Solar,Solar,,,0,,
AH2-254,withdrawn,3/9/2022,2022,,4/1/2022,,PJM,,,PSEG,mercer,,,NJ,PJM,Capacity,,1/1/2025,2025,Withdrawn,Withdrawn,Solar+Battery,Solar,Battery,,5,,
V3-026,withdrawn,8/31/2009,2009,,8/24/2012,,PJM,,,JCPL,ocean,,,NJ,PJM,Energy,Larrabee 230kV,1/1/2013,2013,System Impact Study,System Impact Study,Unknown,Unknown,,,0,,
X1-024,withdrawn,2/28/2011,2011,,9/21/2011,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Pedricktown 12kV,4/30/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,15,,
AI2-132,active,2/28/2023,2023,,,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Larrabee 230 kV,2/28/2030,2030,In Progress,Feasibility Study,Offshore Wind,Offshore Wind,,,0,,
AA2-044,withdrawn,2/6/2015,2015,,8/30/2017,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Sherman Avenue 69kV,12/1/2016,2016,Facility Study,Facility Study,Solar+Other,Solar,,,10,10,
AF1-145,withdrawn,9/18/2019,2019,,10/7/2019,,PJM,,,JCPL,morris,,,NJ,PJM,Capacity,Flanders-Netcong 34.5 kV,10/1/2021,2021,Withdrawn,Withdrawn,Solar,Solar,,,20,,
W4-101,withdrawn,1/31/2011,2011,,7/6/2011,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Limecrest-Newton 34.5kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,20,,
Z2-093,withdrawn,4/30/2014,2014,,5/29/2014,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Energy,Hawks 12kV,12/31/2014,2014,Withdrawn,Withdrawn,Battery,Battery,,,4,,
AF1-160,withdrawn,9/20/2019,2019,,3/22/2022,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Silver Lake 69 kV,11/1/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,20,,
Q75,withdrawn,7/31/2006,2006,,12/2/2008,,PJM,,,PSEG,bergen,,,NJ,PJM,Capacity,Bergen 230kV,6/1/2010,2010,System Impact Study,System Impact Study,Unknown,Unknown,,,0,,
AI1-187,active,9/9/2022,2022,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Glen Gardner 230 kV,12/31/2027,2027,In Progress,Feasibility Study,Battery,Battery,,,280,,
Y1-055,withdrawn,4/16/2012,2012,,8/10/2012,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Brick-Lanes Mill 34.5kV,6/30/2015,2015,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
V4-028,withdrawn,12/7/2009,2009,,1/10/2010,,PJM,Kuller Road SP,,PSEG,passaic,,,NJ,PJM,Capacity,Kuller Road 13.2kV,7/1/2010,2010,System Impact Study,System Impact Study,Solar,Solar,,,4,,
AH2-240,withdrawn,3/10/2022,2022,,4/1/2022,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Oceanview 230 kV,11/1/2027,2027,Withdrawn,Withdrawn,Offshore Wind,Offshore Wind,,,1493,,
X1-051,withdrawn,3/31/2011,2011,,9/24/2012,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Lumberton 69kV,12/31/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
W1-088,withdrawn,4/29/2010,2010,,1/24/2014,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Millville 4 69kV,10/11/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,20,,
X2-062,withdrawn,6/30/2011,2011,,11/18/2011,,PJM,,,JCPL,burlington,,,NJ,PJM,Capacity,North Hanover,10/30/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
AI2-205,active,3/2/2023,2023,,,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville - Sussex 34.5 kV,3/29/2023,2023,In Progress,Feasibility Study,Solar,Solar,,,0,,
AI2-437,active,3/10/2023,2023,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Glen Gardner - Washington 34.5 kV,12/31/2024,2024,In Progress,Feasibility Study,Solar,Solar,,,20,,
AI2-326,active,3/3/2023,2023,,,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,BL England 138 kV,12/31/2024,2024,In Progress,Feasibility Study,Offshore Wind,Offshore Wind,,,0,,
V2-047,withdrawn,7/31/2009,2009,,1/31/2013,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Maurice River Township,12/31/2009,2009,Facility Study,Facility Study,Solar,Solar,,,1,,
Z2-054,withdrawn,3/28/2014,2014,,12/5/2014,,PJM,,,PSEG,unknown,,,NJ,PJM,Energy,Roseland-Williams 230kV,3/31/2015,2015,Withdrawn,Withdrawn,Unknown,Unknown,,,0,,
V2-021,withdrawn,6/26/2009,2009,,5/4/2010,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Clayville,6/1/2014,2014,System Impact Study,System Impact Study,Other,Oil,,,64,,
G32_MTX6,withdrawn,7/3/2001,2001,,8/12/2004,,PJM,,,PSEG,union,,,NJ,PJM,Capacity,"Linden 230kV, 138kV",12/31/2005,2005,System Impact Study,System Impact Study,Unknown,Unknown,,,0,,
AB2-082,withdrawn,4/14/2016,2016,,4/30/2019,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Metuchen 230kv,6/1/2019,2019,System Impact Study,System Impact Study,Gas,Gas,,,675,,
AG2-626,active,3/31/2021,2021,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Pequest River-Furnace Brook Tap 34.5 kV III,4/30/2021,2021,In Progress,Feasibility Study,Solar,Solar,,,13,,
AE2-165,withdrawn,3/15/2019,2019,,8/14/2019,,PJM,,,PSEG,passaic,,,NJ,PJM,Capacity,Cedar Grove 13.2 kV,3/2/2020,2020,System Impact Study,System Impact Study,Solar,Solar,,,3,,
Z2-049,withdrawn,3/28/2014,2014,,12/5/2014,,PJM,,,PSEG,unknown,,,NJ,PJM,Energy,Cedar Grove-Williams 230kV,3/31/2015,2015,Withdrawn,Withdrawn,Unknown,Unknown,,,0,,
W2-058,withdrawn,7/29/2010,2010,,1/5/2011,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Southampton 13kV,2/28/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,1,,
W3-081,withdrawn,9/30/2010,2010,,7/26/2011,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Baptistown-Frenchtown 34.5kV,2/15/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,11,,
M14,withdrawn,6/9/2004,2004,,12/13/2004,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Churchtown-Cumberland 230kV,6/15/2006,2006,Feasibility Study,Feasibility Study,Gas,Gas,,,100,,
AG2-032,active,10/30/2020,2020,,,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Mannington 230 kV,12/31/2023,2023,In Progress,Feasibility Study,Solar+Battery,Solar,Battery,,60,,
AI1-033,active,4/5/2022,2022,,,,PJM,,,PSEG,somerset,,,NJ,PJM,Capacity,Somerville 26 kV,12/22/2026,2026,In Progress,Feasibility Study,Solar,Solar,,,8,,
AD2-006,withdrawn,11/2/2017,2017,,11/29/2017,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Capacity,Gilbert-Morris Park 34.5 kV,11/30/2018,2018,Withdrawn,Withdrawn,Solar,Solar,,,8,,
W2-042,withdrawn,6/29/2010,2010,,12/1/2010,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Dennis Township,6/30/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
AI1-122,active,9/7/2022,2022,,,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Sparta LF Solar 34.5 kV,9/29/2025,2025,In Progress,Feasibility Study,Solar,Solar,,,6,,
W4-092,withdrawn,1/31/2011,2011,,6/3/2011,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Englishtown 34.5kV,8/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
AF2-118,withdrawn,2/28/2020,2020,,9/15/2020,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Gilbert-Morris Park (A-27) 34.5 kV II,3/31/2021,2021,System Impact Study,System Impact Study,Battery,Battery,,,20,,
Y3-027,withdrawn,1/25/2013,2013,,2/18/2015,,PJM,Camden (Cinnaminson Solar) 26kV,,PSEG,burlington,,,NJ,PJM,Capacity,Camden 26kV,5/28/2015,2015,System Impact Study,System Impact Study,Solar,Solar,,,6,,
U2-098,withdrawn,7/31/2008,2008,,8/27/2009,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,South Amboy,6/1/2013,2013,Feasibility Study,Feasibility Study,Gas,Gas,,,1320,,
X2-003,withdrawn,5/4/2011,2011,,9/14/2011,,PJM,,,PSEG,bergen,,,NJ,PJM,Capacity,East Rutherford 13kV,2/28/2012,2012,Withdrawn,Withdrawn,Solar,Solar,,,2,,
J04,withdrawn,10/18/2002,2002,,8/4/2004,,PJM,,,PSEG,burlington,,,NJ,PJM,Capacity,Bustleton 138kV,11/1/2004,2004,System Impact Study,System Impact Study,Other,Methane,,,7,,
AG2-297,active,3/23/2021,2021,,,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Cumberland 230 kV,6/1/2023,2023,In Progress,Feasibility Study,Solar,Solar,,,19,,
AH2-285,withdrawn,3/11/2022,2022,,4/8/2022,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,,12/31/2029,2029,Withdrawn,Withdrawn,Wind,Wind,,,1400,,
AF1-109,withdrawn,9/10/2019,2019,,9/11/2023,,PJM,,,PSEG,mercer,,,NJ,PJM,Capacity,Pleasant Valley 230 kV,6/1/2023,2023,System Impact Study,System Impact Study,Solar+Battery,Solar,Battery,,20,,
W3-175,withdrawn,10/29/2010,2010,,2/7/2019,,PJM,Deepwater,,AEC,salem,,,NJ,PJM,Capacity,Churchtown 230kV 2,12/1/2021,2021,IA Executed,IA Executed,Gas,Gas,,,371,,
AF2-172,withdrawn,3/19/2020,2020,,1/14/2021,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Newport 12 kV,6/1/2022,2022,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
AG1-110,withdrawn,8/31/2020,2020,,3/22/2022,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Silver Lake 69 kV,11/1/2022,2022,System Impact Study,System Impact Study,Battery,Battery,,,0,,
Z2-109,withdrawn,4/30/2014,2014,,3/21/2019,,PJM,Gateway Energy Center,,JCPL,middlesex,,,NJ,PJM,Energy,South River 230kV,5/16/2019,2019,IA Executed,IA Executed,Battery,Battery,,,20,,
V4-023,withdrawn,11/30/2009,2009,,9/30/2014,,PJM,Upper Pittsgrove Project,,AEC,salem,,,NJ,PJM,Capacity,Upper Pittsgrove 1,10/1/2015,2015,Facility Study,Facility Study,Solar,Solar,,,18,,
W3-095,withdrawn,10/26/2010,2010,,9/18/2014,,PJM,Stewartsville Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Broadway-Stewartsville#2 34.5kV,9/1/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,15,,
AG1-016,withdrawn,5/8/2020,2020,,6/4/2020,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Flanders 12.5 kV,12/18/2020,2020,Withdrawn,Withdrawn,Solar,Solar,,,15,,
AB1-030,withdrawn,7/28/2015,2015,,6/28/2016,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Huron 69kV,12/1/2016,2016,System Impact Study,System Impact Study,Gas,Gas,,,8,,
W3-145,withdrawn,10/29/2010,2010,,3/17/2015,,PJM,Hampton Township Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-Newton 34.5kV,9/1/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,17,,
AG2-016,active,10/20/2020,2020,,,,PJM,,,JCPL,ocean,,,NJ,PJM,Capacity,Oyster Creek-Whitings 34.5 kV,12/17/2021,2021,In Progress,Feasibility Study,Solar,Solar,,,20,,
Y3-049,withdrawn,2/28/2013,2013,,7/22/2014,,PJM,,,PSEG,middlesex,,,NJ,PJM,Capacity,Edison,5/31/2013,2013,Feasibility Study,Feasibility Study,Gas,Gas,,,0,,
AB2-162,withdrawn,4/29/2016,2016,,9/30/2016,,PJM,,,PSEG,camden,,,NJ,PJM,Energy,Camden 480V,12/31/2016,2016,Not Required,In Progress (unknown study),Gas,Gas,,,0,,
AE2-011,withdrawn,11/7/2018,2018,,8/12/2019,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,Tansboro 12 kV,11/30/2020,2020,Feasibility Study,Feasibility Study,Solar,Solar,,,3,,
X2-099,withdrawn,7/29/2011,2011,,3/14/2013,,PJM,Sparta Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Sparta-Woodruff's Gap 34kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,10,,
V3-034,withdrawn,9/8/2009,2009,,7/21/2010,,PJM,,,JCPL,middlesex,,,NJ,PJM,Capacity,Red Oak 230kV,6/30/2011,2011,Withdrawn,Withdrawn,Gas,Gas,,,50,,
AH2-334,active,3/10/2022,2022,,,,PJM,,,PSEG,camden,,,NJ,PJM,Capacity,New Freedom 230 kV,12/31/2025,2025,In Progress,Feasibility Study,Battery,Battery,,,300,,
AC1-201,withdrawn,10/31/2016,2016,,12/3/2018,,PJM,Camden 480v II,,PSEG,camden,,,NJ,PJM,Energy,Camden 480v II,12/29/2017,2017,System Impact Study,System Impact Study,Gas,Gas,,,0,,
Y2-013,withdrawn,5/30/2012,2012,,5/20/2013,,PJM,,,PSEG,union,,,NJ,PJM,Capacity,Linden VFT-Tosco 230kV,5/1/2017,2017,Feasibility Study,Feasibility Study,Gas,Gas,,,800,,
AE2-222,withdrawn,3/22/2019,2019,,11/9/2022,,PJM,,,AEC,atlantic,,,NJ,PJM,Capacity,Higbee 69 kV,6/1/2023,2023,System Impact Study,System Impact Study,Offshore Wind,Offshore Wind,,,300,,
W1-097,withdrawn,4/30/2010,2010,,1/13/2011,,PJM,,,AEC,cumberland,,,NJ,PJM,Energy,Fairfield Township 12kV,12/30/2010,2010,System Impact Study,System Impact Study,Solar,Solar,,,2,,
W1-066,withdrawn,3/31/2010,2010,,2/27/2012,,PJM,,,AEC,camden,,,NJ,PJM,Capacity,New Brooklyn Road 12kV,9/1/2010,2010,System Impact Study,System Impact Study,Solar,Solar,,,9,,
X4-012,withdrawn,11/21/2011,2011,,3/17/2015,,PJM,Plains Road Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-Sussex 34kV,9/30/2015,2015,System Impact Study,System Impact Study,Solar,Solar,,,6,,
AI1-118,active,9/6/2022,2022,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Pequest river - Gilbert 115 kV,9/29/2025,2025,In Progress,Feasibility Study,Solar,Solar,,,38,,
AG1-055,withdrawn,7/22/2020,2020,,1/29/2021,,PJM,,,PSEG,bergen,,,NJ,PJM,Energy,Bergen 230 kV,6/1/2022,2022,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0,,
Y3-105,withdrawn,4/30/2013,2013,,10/1/2013,,PJM,,,JCPL,warren,,,NJ,PJM,Energy,Belvidere-Gilbert-115kV,1/1/2015,2015,Feasibility Study,Feasibility Study,Battery,Battery,,,20,,
AI2-129,active,2/28/2023,2023,,,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Larrabee 230 kV,2/28/2030,2030,In Progress,Feasibility Study,Offshore Wind,Offshore Wind,,,0,,
X1-049,withdrawn,3/31/2011,2011,,3/13/2017,,PJM,Monroe Sun Club,,JCPL,middlesex,,,NJ,PJM,Energy,Englishtown 12.5kV,12/31/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,2,,
T169,withdrawn,1/31/2008,2008,,6/3/2008,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Corson,1/1/2009,2009,Feasibility Study,Feasibility Study,Battery,Battery,,,20,,
W4-024,withdrawn,12/1/2010,2010,,6/5/2012,,PJM,,,PSEG,hudson,,,NJ,PJM,Capacity,Hudson 230kV,6/1/2014,2014,Feasibility Study,Feasibility Study,Gas,Gas,,,550,,
X1-103,withdrawn,4/29/2011,2011,,9/9/2011,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-Sussex 34.5kV,2/28/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,4,,
X1-102,withdrawn,4/29/2011,2011,,8/29/2011,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Stewartsville-Captive Plastics 34.5kV,3/1/2012,2012,Feasibility Study,Feasibility Study,Solar,Solar,,,10,,
Q76,withdrawn,7/31/2006,2006,,,12/19/2008,PJM,Salem County LF Generating Unit I,,AEC,salem,,,NJ,PJM,Capacity,Quinton 12kV,12/19/2008,2008,System Impact Study,System Impact Study,Other,Methane,,,2,,
W3-001,withdrawn,7/28/2010,2010,,9/28/2012,,PJM,Alpha Solar Farm,,JCPL,warren,,,NJ,PJM,Capacity,Gilbert-Morris Park 34.5kV,9/1/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,8,,
Z2-045,withdrawn,3/12/2014,2014,,12/5/2014,,PJM,,,PSEG,unknown,,,NJ,PJM,Energy,Cedar Grove-Roseland 230kV,3/31/2015,2015,Withdrawn,Withdrawn,Unknown,Unknown,,,0,,
X1-111,withdrawn,4/29/2011,2011,,9/14/2011,,PJM,,,JCPL,ocean,,,NJ,PJM,Energy,Jackson,7/1/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,2,,
AE2-161,withdrawn,3/15/2019,2019,,4/2/2019,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Morris Park-Washington 34.5 kV,3/2/2020,2020,Withdrawn,Withdrawn,Solar,Solar,,,4,,
X1-054,withdrawn,3/31/2011,2011,,3/5/2013,,PJM,Mansfield Solar,,PSEG,burlington,,,NJ,PJM,Energy,Burlington 26kV,3/31/2013,2013,System Impact Study,System Impact Study,Solar,Solar,,,10,,
T61,withdrawn,9/21/2007,2007,,2/7/2008,,PJM,,,AEC,ocean,,,NJ,PJM,Capacity,Cedar,4/1/2009,2009,Feasibility Study,Feasibility Study,Other,Oil,,,8,,
AI1-120,active,9/7/2022,2022,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,Pequest River - Gilbert 115 kV,9/29/2025,2025,In Progress,Feasibility Study,Solar,Solar,,,52,,
Y1-076,withdrawn,4/30/2012,2012,,5/29/2012,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,BL England 138kV,6/1/2015,2015,Withdrawn,Withdrawn,Gas,Gas,,,18,,
AE2-106,withdrawn,2/28/2019,2019,,8/22/2019,,PJM,,,AEC,cumberland,,,NJ,PJM,Capacity,Carlls Corner 12 kV,3/2/2020,2020,Feasibility Study,Feasibility Study,Solar+Battery,Solar,Battery,,5,,
W3-126,withdrawn,10/29/2010,2010,,1/3/2014,,PJM,Syncarpha Ty Solar Farm,,JCPL,sussex,,,NJ,PJM,Capacity,Branchville-Holiday Lakes 34.5kV,9/1/2014,2014,System Impact Study,System Impact Study,Solar,Solar,,,17,,
AG2-600,active,3/31/2021,2021,,,,PJM,,,JCPL,warren,,,NJ,PJM,Capacity,American Can-BASF 34.5 kV,4/30/2021,2021,In Progress,Feasibility Study,Solar,Solar,,,20,,
AA2-062,withdrawn,2/27/2015,2015,,5/6/2016,,PJM,,,JCPL,sussex,,,NJ,PJM,Energy,Branchville-N. Newton #1 34.kV,12/1/2015,2015,System Impact Study,System Impact Study,Battery,Battery,,,7,,
Y2-102,withdrawn,11/1/2012,2012,,7/10/2013,,PJM,,,AEC,salem,,,NJ,PJM,Capacity,Deepwater 138kV,6/1/2016,2016,Feasibility Study,Feasibility Study,Gas,Gas,,,193,,
AE1-238,withdrawn,9/28/2018,2018,,8/28/2023,,PJM,,,JCPL,monmouth,,,NJ,PJM,Capacity,Oceanview Wind 230 kV,6/1/2024,2024,Facility Study,Facility Study,Offshore Wind,Offshore Wind,,,816,,
AF1-327,withdrawn,9/30/2019,2019,2/1/2021,12/3/2020,,PJM,Mansfield #2,,JCPL,warren,,,NJ,PJM,Energy,Pohatcong-Newburgh 34.5 kV,10/1/2021,2021,IA Executed,IA Executed,Battery,Battery,,,20,,
AD2-084,withdrawn,3/20/2018,2018,,2/2/2022,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,Cardiff 230kV,12/31/2025,2025,System Impact Study,System Impact Study,Unknown,Unknown,,,0,,
S68,withdrawn,7/27/2007,2007,,4/23/2008,,PJM,,,JCPL,middlesex,,,NJ,PJM,Energy,Sayreville 230kV,12/31/2007,2007,Feasibility Study,Feasibility Study,Unknown,Unknown,,,0,,
W1-096,withdrawn,4/29/2010,2010,,1/13/2011,,PJM,,,AEC,cape may,,,NJ,PJM,Capacity,Woodbine 12kV,7/21/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,7,,
H26,withdrawn,1/31/2002,2002,,7/3/2003,,PJM,,,PSEG,gloucester,,,NJ,PJM,Capacity,Eagle Point 230kV,12/1/2003,2003,System Impact Study,System Impact Study,Gas,Gas,,,25,,
Y1-038,withdrawn,3/19/2012,2012,,8/28/2012,,PJM,,,JCPL,sussex,,,NJ,PJM,Capacity,Sparta,8/31/2013,2013,Feasibility Study,Feasibility Study,Solar,Solar,,,5,,
W3-015,withdrawn,8/10/2010,2010,,2/18/2011,,PJM,,,AEC,atlantic,,,NJ,PJM,Energy,Egg Harbor Township,3/1/2011,2011,Feasibility Study,Feasibility Study,Solar,Solar,,,2,,
X1-043,withdrawn,3/30/2011,2011,,1/10/2013,,PJM,All American Self Storage,,PSEG,burlington,,,NJ,PJM,Energy,Cox's Corner 13kV,3/31/2012,2012,System Impact Study,System Impact Study,Solar,Solar,,,2,,
AG2-537,active,3/31/2021,2021,,,,PJM,,,JCPL,hunterdon,,,NJ,PJM,Energy,Ringoes-Copper Hill Solar 34.5 kV,8/31/2022,2022,In Progress,Feasibility Study,Battery,Battery,,,20,,
W1-100,withdrawn,4/30/2010,2010,,3/11/2011,,PJM,Rathway SP,,PSEG,middlesex,,,NJ,PJM,Capacity,Minue Street 12kV,1/1/2011,2011,System Impact Study,System Impact Study,Solar,Solar,,,2,,
S60,withdrawn,6/27/2007,2007,,5/8/2012,,PJM,Newark Boxboard,,PSEG,essex,,,NJ,PJM,Capacity,Essex 26kV,6/1/2008,2008,System Impact Study,System Impact Study,Gas,Gas,,,63,,
